region_id,total_population
LK_2134215,527
LK_2134220,554
LK_2134225,560
LK_2134230,789
LK_2134235,791
LK_2134240,395
LK_2134245,547
LK_2134250,591
LK_2134255,427
LK_2134260,389
LK_2134265,612
LK_2134270,604
LK_2134275,510
LK_2134280,478
LK_2134285,452
LK_2136,106027
LK_2136005,799
LK_2136010,941
LK_2136015,575
LK_2136020,540
LK_2136025,563
LK_2136030,1114
LK_2136035,626
LK_2136040,840
LK_2136045,1326
LK_2136050,1525
LK_2136055,1268
LK_2136060,1216
LK_2136065,923
LK_2136070,715
LK_2136075,1365
LK_2136080,1315
LK_2136085,1072
LK_2136090,1228
LK_2136095,1329
LK_2136100,817
LK_2136105,861
LK_2136110,1497
LK_2136115,1092
LK_2136120,696
LK_2136125,1177
LK_2136130,880
LK_2136135,1784
LK_2136140,882
LK_2136145,651
LK_2136150,723
LK_2136155,768
LK_2136160,1100
LK_2136165,535
LK_2136170,1508
LK_2136175,643
LK_2136180,463
LK_2136185,629
LK_2136190,482
LK_2136195,676
LK_2136200,993
LK_2136205,902
LK_2136210,889
LK_2136215,786
LK_2136220,1207
LK_2136225,1746
LK_2136230,1431
LK_2136235,1248
LK_2136240,551
LK_2136245,1077
LK_2136250,1047
LK_2136255,1071
LK_2136260,1504
LK_2136265,990
LK_2136270,1784
LK_2136275,764
LK_2136280,1189
LK_2136285,934
LK_2136290,1358
LK_2136295,949
LK_2136300,783
LK_2136305,1897
LK_2136310,604
LK_2136315,492
LK_2136320,742
LK_2136325,880
LK_2136330,391
LK_2136335,718
LK_2136340,829
LK_2136345,808
LK_2136350,765
LK_2136355,1038
LK_2136360,709
LK_2136365,1199
LK_2136370,1098
LK_2136375,1032
LK_2136380,1051
LK_2136385,969
LK_2136390,1288
LK_2136395,3208
LK_2136400,1567
LK_2136405,1430
LK_2136410,1894
LK_2136415,2210
LK_2136420,1268
LK_2136425,1146
LK_2136430,1583
LK_2136435,1657
LK_2136440,2193
LK_2136445,1568
LK_2136450,1403
LK_2136455,1629
LK_2136460,2179
LK_2136465,1089
LK_2136470,2172
LK_2136475,974
LK_2139,110905
LK_2139005,634
LK_2139010,888
LK_2139015,692
LK_2139020,650
LK_2139025,909
LK_2139030,837
LK_2139035,1086
LK_2139040,976
LK_2139045,849
LK_2139050,1347
LK_2139055,1301
LK_2139060,1927
LK_2139065,981
LK_2139070,835
LK_2139075,772
LK_2139080,796
LK_2139085,566
LK_2139090,601
LK_2139095,620
LK_2139100,796
LK_2139105,807
LK_2139110,671
LK_2139115,1142
LK_2139120,801
LK_2139125,1003
LK_2139130,1108
LK_2139135,689
LK_2139140,993
LK_2139145,1725
LK_2139150,1189
LK_2139155,1112
LK_2139160,897
LK_2139165,805
LK_2139170,746
LK_2139175,872
LK_2139180,620
LK_2139185,788
LK_2139190,597
LK_2139195,734
LK_2139200,544
LK_2139205,606
LK_2139210,560
LK_2139215,679
LK_2139220,983
LK_2139225,532
LK_2139230,930
LK_2139235,674
LK_2139240,632
LK_2139245,583
LK_2139250,850
LK_2139255,861
LK_2139260,724
LK_2139265,702
LK_2139270,658
LK_2139275,738
LK_2139280,707
LK_2139285,721
LK_2139290,693
LK_2139295,856
LK_2139300,863
LK_2139305,844
LK_2139310,901
LK_2139315,2028
LK_2139320,1190
LK_2139325,590
LK_2139330,439
LK_2139335,805
LK_2139340,1065
LK_2139345,1263
LK_2139350,649
LK_2139355,545
LK_2139360,444
LK_2139365,737
LK_2139370,242
LK_2139375,832
LK_2139380,972
LK_2139385,1122
LK_2139390,809
LK_2139395,902
LK_2139400,1454
LK_2139405,882
LK_2139410,773
LK_2139415,1467
LK_2139420,1117
LK_2139425,873
LK_2139430,974
LK_2139435,1013
LK_2139440,1202
LK_2139445,1561
LK_2139450,1032
LK_2139455,1565
LK_2139460,844
LK_2139465,554
LK_2139470,1297
LK_2139475,467
LK_2139480,612
LK_2139485,805
LK_2139490,970
LK_2139495,2058
LK_2139500,1069
LK_2139505,1821
LK_2139510,686
LK_2139515,1646
LK_2139520,706
LK_2139525,722
LK_2139530,675
LK_2139535,855
LK_2139540,870
LK_2139545,895
LK_2139550,1065
LK_2139555,648
LK_2139560,961
LK_2139565,1183
LK_2139570,918
LK_2139575,1524
LK_2139580,723
LK_2139585,614
LK_2139590,988
LK_2139595,885
LK_2139600,576
LK_2139605,353
LK_2139610,395
LK_2139615,1061
LK_2139620,709
LK_2142,49842
LK_2142005,2127
LK_2142010,1360
LK_2142015,1629
LK_2142020,1334
LK_2142025,1598
LK_2142030,1242
LK_2142035,1113
LK_2142040,2267
LK_2142045,1614
LK_2142050,2712
LK_2142055,1336
LK_2142060,1453
LK_2142065,1322
LK_2142070,953
LK_2142075,1665
LK_2142080,1147
LK_2142085,2203
LK_2142090,2278
LK_2142095,886
LK_2142100,1052
LK_2142105,1221
LK_2142110,1389
LK_2142115,1516
LK_2142120,772
LK_2142125,1062
LK_2142130,1691
LK_2142135,801
LK_2142140,801
LK_2142145,878
LK_2142150,1407
LK_2142155,996
LK_2142160,4769
LK_2142165,1248
LK_2145,58188
LK_2145005,1497
LK_2145010,764
LK_2145015,1305
LK_2145020,1653
LK_2145025,615
LK_2145030,622
LK_2145035,714
LK_2145040,944
LK_2145045,657
LK_2145050,822
LK_2145055,778
LK_2145060,565
LK_2145065,1530
LK_2145070,466
LK_2145075,510
LK_2145080,600
LK_2145085,1216
LK_2145090,661
LK_2145095,886
LK_2145100,567
LK_2145105,602
LK_2145110,751
LK_2145115,579
LK_2145120,597
LK_2145125,687
LK_2145130,1784
LK_2145135,1163
LK_2145140,1872
LK_2145145,403
LK_2145150,811
LK_2145155,792
LK_2145160,1067
LK_2145165,913
LK_2145170,1253
LK_2145175,838
LK_2145180,627
LK_2145185,432
LK_2145190,613
LK_2145195,645
LK_2145200,594
LK_2145205,494
LK_2145210,769
LK_2145215,1233
LK_2145220,1386
LK_2145225,978
LK_2145230,495
LK_2145235,786
LK_2145240,600
LK_2145245,474
LK_2145250,619
LK_2145255,677
LK_2145260,949
LK_2145265,733
LK_2145270,753
LK_2145275,534
LK_2145280,448
LK_2145285,1047
LK_2145290,496
LK_2145295,1217
LK_2145300,973
LK_2145305,593
LK_2145310,589
LK_2145315,718
LK_2145320,553
LK_2145325,506
LK_2145330,1016
LK_2145335,809
LK_2145340,642
LK_2145345,472
LK_2145350,568
LK_2145355,422
LK_2145360,620
LK_2145365,624
LK_2148,30345
LK_2148005,1946
LK_2148010,983
LK_2148015,1208
LK_2148020,3521
LK_2148025,1882
LK_2148030,2527
LK_2148035,1145
LK_2148040,567
LK_2148045,895
LK_2148050,663
LK_2148055,859
LK_2148060,697
LK_2148065,1319
LK_2148070,1368
LK_2148075,2207
LK_2148080,218
LK_2148085,781
LK_2148090,1076
LK_2148095,625
LK_2148100,443
LK_2148105,491
LK_2148110,596
LK_2148115,410
LK_2148120,581
LK_2148125,416
LK_2148130,300
LK_2148135,513
LK_2148140,1121
LK_2148145,987
LK_2151,91716
LK_2151005,4031
LK_2151010,1879
LK_2151015,2029
LK_2151020,1036
LK_2151025,846
LK_2151030,850
LK_2151035,1167
LK_2151040,1300
LK_2151045,1202
LK_2151050,1849
LK_2151055,1200
LK_2151060,3156
LK_2151065,2758
LK_2151070,2091
LK_2151075,1783
LK_2151080,1123
LK_2151085,1155
LK_2151090,2210
LK_2151095,1894
LK_2151100,2705
LK_2151105,1828
LK_2151110,1619
LK_2151115,2410
LK_2151120,781
LK_2151125,1894
LK_2151130,1629
LK_2151135,1524
LK_2151140,1547
LK_2151145,1453
LK_2151150,1001
LK_2151155,1315
LK_2151160,882
LK_2151165,1946
LK_2151170,657
LK_2151175,1541
LK_2151180,2502
LK_2151185,1241
LK_2151190,3231
LK_2151195,2254
LK_2151200,2484
LK_2151205,1811
LK_2151210,5878
LK_2151215,1683
LK_2151220,866
LK_2151225,4687
LK_2151230,2268
LK_2151235,1181
LK_2151240,906
LK_2151245,2433
LK_2154,55254
LK_2154005,1153
LK_2154010,849
LK_2154015,2366
LK_2154020,2644
LK_2154025,2629
LK_2154030,1972
LK_2154035,2419
LK_2154040,971
LK_2154045,1837
LK_2154050,1941
LK_2154055,2320
LK_2154060,1292
LK_2154065,1104
LK_2154070,1824
LK_2154075,1356
LK_2154080,1921
LK_2154085,590
LK_2154090,1582
LK_2154095,1171
LK_2154100,1137
LK_2154105,1539
LK_2154110,2177
LK_2154115,2015
LK_2154120,1245
LK_2154125,1866
LK_2154130,1600
LK_2154135,3732
LK_2154140,2084
LK_2154145,1807
LK_2154150,2380
LK_2154155,1731
LK_2157,59917
LK_2157005,1684
LK_2157010,2129
LK_2157015,1824
LK_2157020,2531
LK_2157025,1369
LK_2157030,1273
LK_2157035,1581
LK_2157040,1884
LK_2157045,1193
LK_2157050,1640
LK_2157055,3144
LK_2157060,2535
LK_2157065,4186
LK_2157070,2095
LK_2157075,2664
LK_2157080,1654
LK_2157085,6312
LK_2157090,2372
LK_2157095,1315
LK_2157100,1511
LK_2157105,1167
LK_2157110,1039
LK_2157115,1091
LK_2157120,2213
LK_2157125,2997
LK_2157130,667
LK_2157135,1080
LK_2157140,1915
LK_2157145,2852
LK_22,484531
LK_2203,70042
LK_2203005,1406
LK_2203010,1072
LK_2203015,831
LK_2203020,1045
LK_2203025,1950
LK_2203030,708
LK_2203035,1424
LK_2203040,2190
LK_2203045,2575
LK_2203050,1397
LK_2203055,1042
LK_2203060,1072
LK_2203065,1293
LK_2203070,1731
LK_2203075,969
LK_2203080,789
LK_2203085,839
LK_2203090,639
LK_2203095,1488
LK_2203100,822
LK_2203105,1981
LK_2203110,1299
LK_2203115,1679
LK_2203120,967
LK_2203125,1518
LK_2203130,1031
LK_2203135,1155
LK_2203140,1407
LK_2203145,611
LK_2203150,840
LK_2203155,1272
LK_2203160,1188
LK_2203165,1927
LK_2203170,1177
LK_2203175,1165
LK_2203180,1371
LK_2203185,2099
LK_2203190,1238
LK_2203195,1227
LK_2203200,1253
LK_2203205,903
LK_2203210,921
LK_2203215,588
LK_2203220,1171
LK_2203225,1541
LK_2203230,999
LK_2203235,1159
LK_2203240,876
LK_2203245,696
LK_2203250,523
LK_2203255,1090
LK_2203260,761
LK_2203265,1484
LK_2203270,634
LK_2203275,922
LK_2203280,1307
LK_2203285,830
LK_2203290,981
LK_2203295,969
LK_2206,72306
LK_2206005,586
LK_2206010,608
LK_2206015,731
LK_2206020,550
LK_2206025,1150
LK_2206030,1250
LK_2206035,1568
LK_2206040,906
LK_2206045,766
LK_2206050,800
LK_2206055,906
LK_2206060,759
LK_2206065,621
LK_2206070,1929
LK_2206075,655
LK_2206080,2522
LK_2206085,871
LK_2206090,1307
LK_2206095,1166
LK_2206100,1510
LK_2206105,1104
LK_2206110,1122
LK_2206115,1334
LK_2206120,2237
LK_2206125,2222
LK_2206130,1037
LK_2206135,881
LK_2206140,896
LK_2206145,1870
LK_2206150,1100
LK_2206155,569
LK_2206160,1890
LK_2206165,1245
LK_2206170,4864
LK_2206175,1052
LK_2206180,1502
LK_2206185,2235
LK_2206190,1724
LK_2206195,2433
LK_2206200,1088
LK_2206205,830
LK_2206210,413
LK_2206215,1534
LK_2206220,704
LK_2206225,1467
LK_2206230,1127
LK_2206235,928
LK_2206240,821
LK_2206245,796
LK_2206250,828
LK_2206255,714
LK_2206260,1719
LK_2206265,559
LK_2206270,1257
LK_2206275,428
LK_2206280,1573
LK_2206285,979
LK_2206290,1149
LK_2206295,914
LK_2209,30884
LK_2209005,225
LK_2209010,652
LK_2209015,703
LK_2209020,509
LK_2209025,333
LK_2209030,279
LK_2209035,374
LK_2209040,430
LK_2209045,732
LK_2209050,392
LK_2209055,435
LK_2209060,497
LK_2209065,810
LK_2209070,452
LK_2209075,833
LK_2209080,517
LK_2209085,899
LK_2209090,305
LK_2209095,814
LK_2209100,2131
LK_2209105,577
LK_2209110,523
LK_2209115,571
LK_2209120,526
LK_2209125,463
LK_2209130,555
LK_2209135,333
LK_2209140,547
LK_2209145,297
LK_2209150,846
LK_2209155,543
LK_2209160,447
LK_2209165,372
LK_2209170,950
LK_2209175,1229
LK_2209180,868
LK_2209185,390
LK_2209190,255
LK_2209195,564
LK_2209200,807
LK_2209205,381
LK_2209210,592
LK_2209215,910
LK_2209220,899
LK_2209225,540
LK_2209230,800
LK_2209235,896
LK_2209240,670
LK_2209245,203
LK_2209250,227
LK_2209255,117
LK_2209260,664
LK_2212,29565
LK_2212005,671
LK_2212010,693
LK_2212015,1192
LK_2212020,920
LK_2212025,676
LK_2212030,808
LK_2212035,1062
LK_2212040,756
LK_2212045,501
LK_2212050,607
LK_2212055,463
LK_2212060,584
LK_2212065,772
LK_2212070,568
LK_2212075,498
LK_2212080,467
LK_2212085,564
LK_2212090,835
LK_2212095,460
LK_2212100,719
LK_2212105,465
LK_2212110,710
LK_2212115,990
LK_2212120,642
LK_2212125,611
LK_2212130,519
LK_2212135,659
LK_2212140,751
LK_2212145,1086
LK_2212150,682
LK_2212155,568
LK_2212160,607
LK_2212165,325
LK_2212170,501
LK_2212175,560
LK_2212180,523
LK_2212185,952
LK_2212190,674
LK_2212195,742
LK_2212200,493
LK_2212205,567
LK_2212210,351
LK_2212215,583
LK_2212220,1188
LK_2215,30242
LK_2215005,712
LK_2215010,659
LK_2215015,651
LK_2215020,468
LK_2215025,1303
LK_2215030,1176
LK_2215035,323
LK_2215040,363
LK_2215045,519
LK_2215050,728
LK_2215055,373
LK_2215060,249
LK_2215065,377
LK_2215070,804
LK_2215075,1078
LK_2215080,525
LK_2215085,684
LK_2215090,470
LK_2215095,809
LK_2215100,467
LK_2215105,493
LK_2215110,611
LK_2215115,594
LK_2215120,1164
LK_2215125,485
LK_2215130,1284
LK_2215135,485
LK_2215140,590
LK_2215145,503
LK_2215150,217
LK_2215155,583
LK_2215160,424
LK_2215165,380
LK_2215170,545
LK_2215175,445
LK_2215180,659
LK_2215185,341
LK_2215190,535
LK_2215195,441
LK_2215200,430
LK_2215205,277
LK_2215210,384
LK_2215215,576
LK_2215220,507
LK_2215225,418
LK_2215230,373
LK_2215235,338
LK_2215240,226
LK_2215245,354
LK_2215250,326
LK_2215255,455
LK_2215260,471
LK_2215265,343
LK_2215270,473
LK_2215275,393
LK_2215280,381
LK_2218,74864
LK_2218005,774
LK_2218010,1703
LK_2218015,830
LK_2218020,1331
LK_2218025,1367
LK_2218030,420
LK_2218035,818
LK_2218040,749
LK_2218045,992
LK_2218050,1113
LK_2218055,425
LK_2218060,968
LK_2218065,634
LK_2218070,565
LK_2218075,797
LK_2218080,658
LK_2218085,1018
LK_2218090,488
LK_2218095,1989
LK_2218100,882
LK_2218105,1069
LK_2218110,804
LK_2218115,798
LK_2218120,1709
LK_2218125,1395
LK_2218130,1672
LK_2218135,986
LK_2218140,4232
LK_2218145,849
LK_2218150,3378
LK_2218155,4044
LK_2218160,2263
LK_2218165,1776
LK_2218170,880
LK_2218175,1104
LK_2218180,2386
LK_2218185,1918
LK_2218190,4521
LK_2218195,1444
LK_2218200,2903
LK_2218205,1359
LK_2218210,842
LK_2218215,1274
LK_2218220,1608
LK_2218225,1579
LK_2218230,2918
LK_2218235,1356
LK_2218240,852
LK_2218245,1016
LK_2218250,1035
LK_2218255,810
LK_2218260,1563
LK_2221,15643
LK_2221005,869
LK_2221010,1307
LK_2221015,560
LK_2221020,898
LK_2221025,524
LK_2221030,544
LK_2221035,751
LK_2221040,277
LK_2221045,599
LK_2221050,490
LK_2221055,843
LK_2221060,1695
LK_2221065,1038
LK_2221070,406
LK_2221075,628
LK_2221080,1262
LK_2221085,1148
LK_2221090,650
LK_2221095,572
LK_2221100,582
LK_2224,12110
LK_2224005,332
LK_2224010,721
LK_2224015,547
LK_2224020,673
LK_2224025,411
LK_2224030,458
LK_2224035,611
LK_2224040,937
LK_2224045,568
LK_2224050,380
LK_2224055,489
LK_2224060,56
LK_2224065,80
LK_2224070,346
LK_2224075,194
LK_2224080,213
LK_2224085,144
LK_2224090,177
LK_2224095,197
LK_2224100,63
LK_2224105,502
LK_2224110,202
LK_2224115,439
LK_2224120,323
LK_2224125,208
LK_2224130,75
LK_2224135,345
LK_2224140,296
LK_2224145,410
LK_2224150,171
LK_2224155,132
LK_2224160,140
LK_2224165,169
LK_2224170,135
LK_2224175,435
LK_2224180,301
LK_2224185,230
LK_2227,29494
LK_2227005,275
LK_2227010,755
LK_2227015,600
LK_2227020,606
LK_2227025,546
LK_2227030,364
LK_2227035,781
LK_2227040,743
LK_2227045,686
LK_2227050,397
LK_2227055,677
LK_2227060,868
LK_2227065,945
LK_2227070,886
LK_2227075,831
LK_2227080,759
LK_2227085,656
LK_2227090,878
LK_2227095,266
LK_2227100,813
LK_2227105,253
LK_2227110,1922
LK_2227115,913
LK_2227120,780
LK_2227125,394
LK_2227130,579
LK_2227135,1130
LK_2227140,828
LK_2227145,438
LK_2227150,1060
LK_2227155,1483
LK_2227160,780
LK_2227165,516
LK_2227170,1376
LK_2227175,1063
LK_2227180,951
LK_2227185,851
LK_2227190,675
LK_2227195,170
LK_2230,51354
LK_2230005,763
LK_2230010,756
LK_2230015,1300
LK_2230020,1433
LK_2230025,1005
LK_2230030,1389
LK_2230035,1761
LK_2230040,752
LK_2230045,714
LK_2230050,628
LK_2230055,680
LK_2230060,1019
LK_2230065,770
LK_2230070,829
LK_2230075,795
LK_2230080,519
LK_2230085,959
LK_2230090,1724
LK_2230095,836
LK_2230100,1251
LK_2230105,818
LK_2230110,933
LK_2230115,2619
LK_2230120,1135
LK_2230125,803
LK_2230130,575
LK_2230135,539
LK_2230140,798
LK_2230145,1214
LK_2230150,725
LK_2230155,622
LK_2230160,1027
LK_2230165,606
LK_2230170,676
LK_2230175,520
LK_2230180,506
LK_2230185,738
LK_2230190,704
LK_2230195,942
LK_2230200,1653
LK_2230205,1070
LK_2230210,895
LK_2230215,529
LK_2230220,864
LK_2230225,1516
LK_2230230,909
LK_2230235,1053
LK_2230240,1281
LK_2230245,1233
LK_2230250,434
LK_2230255,491
LK_2230260,973
LK_2230265,674
LK_2230270,1396
LK_2233,68027
LK_2233005,491
LK_2233010,183
LK_2233015,610
LK_2233020,445
LK_2233025,210
LK_2233030,387
LK_2233035,362
LK_2233040,479
LK_2233045,362
LK_2233050,424
LK_2233055,504
LK_2233060,715
LK_2233065,336
LK_2233070,632
LK_2233075,458
LK_2233080,440
LK_2233085,688
LK_2233090,542
LK_2233095,844
LK_2233100,939
LK_2233105,1632
LK_2233110,1917
LK_2233115,1538
LK_2233120,478
LK_2233125,592
LK_2233130,505
LK_2233135,918
LK_2233140,1624
LK_2233145,1478
LK_2233150,2240
LK_2233155,894
LK_2233160,1141
LK_2233165,980
LK_2233170,1405
LK_2233175,1470
LK_2233180,2118
LK_2233185,1827
LK_2233190,1472
LK_2233195,1088
LK_2233200,2170
LK_2233205,884
LK_2233210,1064
LK_2233215,636
LK_2233220,880
LK_2233225,2162
LK_2233230,2168
LK_2233235,748
LK_2233240,822
LK_2233245,671
LK_2233250,1446
LK_2233255,981
LK_2233260,511
LK_2233265,399
LK_2233270,664
LK_2233275,595
LK_2233280,439
LK_2233285,1487
LK_2233290,1098
LK_2233295,2454
LK_2233300,640
LK_2233305,640
LK_2233310,864
LK_2233315,477
LK_2233320,915
LK_2233325,1204
LK_2233330,1089
LK_2233335,682
LK_2233340,609
LK_2233345,557
LK_2233350,1322
LK_2233355,416
LK_2233360,497
LK_2233365,468
LK_23,711644
LK_2303,101180
LK_2303005,464
LK_2303010,659
LK_2303015,1563
LK_2303020,730
LK_2303025,1010
LK_2303030,949
LK_2303035,528
LK_2303040,992
LK_2303045,1359
LK_2303050,1727
LK_2303055,3353
LK_2303060,1672
LK_2303065,2947
LK_2303070,2027
LK_2303075,1519
LK_2303080,1021
LK_2303085,1033
LK_2303090,852
LK_2303095,1108
LK_2303100,1115
LK_2303105,432
LK_2303110,795
LK_2303115,289
LK_2303120,332
LK_2303125,560
LK_2303130,951
LK_2303135,1789
LK_2303140,1800
LK_2303145,1099
LK_2303150,1714
LK_2303155,1504
LK_2303160,359
LK_2303165,1202
LK_2303170,759
LK_2303175,602
LK_2303180,984
LK_2303185,897
LK_2303190,292
LK_2303195,313
LK_2303200,58
LK_2303205,408
LK_2303210,360
LK_2303215,622
LK_2303220,483
LK_2303225,447
LK_2303230,1087
LK_2303235,680
LK_2303240,666
LK_2303245,2368
LK_2303250,2512
LK_2303255,1077
LK_2303260,366
LK_2303265,690
LK_2303270,413
LK_2303275,418
LK_2303280,553
LK_2303285,610
LK_2303290,561
LK_2303295,1127
LK_2303300,609
LK_2303305,1348
LK_2303310,2925
LK_2303315,309
LK_2303320,508
LK_2303325,542
LK_2303330,289
LK_2303335,660
LK_2303340,496
LK_2303345,651
LK_2303350,745
LK_2303355,546
LK_2303360,596
LK_2303365,288
LK_2303370,1422
LK_2303375,3094
LK_2303380,963
LK_2303385,595
LK_2303390,696
LK_2303395,3897
LK_2303400,2831
LK_2303405,1119
LK_2303410,3151
LK_2303415,461
LK_2303420,2185
LK_2303425,464
LK_2303430,431
LK_2303435,660
LK_2303440,904
LK_2303445,517
LK_2303450,468
LK_2303455,1229
LK_2303460,1678
LK_2303465,247
LK_2303470,585
LK_2303475,1412
LK_2303480,2852
LK_2306,88528
LK_2306005,452
LK_2306010,570
LK_2306015,828
LK_2306020,991
LK_2306025,1240
LK_2306030,626
LK_2306035,672
LK_2306040,170
LK_2306045,348
LK_2306050,172
LK_2306055,809
LK_2306060,799
LK_2306065,704
LK_2306070,976
LK_2306075,398
LK_2306080,552
LK_2306085,504
LK_2306090,800
LK_2306095,393
LK_2306100,719
LK_2306105,317
LK_2306110,447
LK_2306115,491
LK_2306120,489
LK_2306125,589
LK_2306130,848
LK_2306135,427
LK_2306140,885
LK_2306145,532
LK_2306150,774
LK_2306155,738
LK_2306160,708
LK_2306165,994
LK_2306170,764
LK_2306175,689
LK_2306180,623
LK_2306185,695
LK_2306190,642
LK_2306195,701
LK_2306200,736
LK_2306205,658
LK_2306210,512
LK_2306215,434
LK_2306220,773
LK_2306225,1441
LK_2306230,478
LK_2306235,711
LK_2306240,576
LK_2306245,744
LK_2306250,481
LK_2306255,618
LK_2306260,278
LK_2306265,532
LK_2306270,587
LK_2306275,619
LK_2306280,380
LK_2306285,251
LK_2306290,447
LK_2306295,1628
LK_2306300,937
LK_2306305,387
LK_2306310,546
LK_2306315,749
LK_2306320,1995
LK_2306325,671
LK_2306330,748
LK_2306335,308
LK_2306340,792
LK_2306345,718
LK_2306350,487
LK_2306355,495
LK_2306360,608
LK_2306365,582
LK_2306370,851
LK_2306375,428
LK_2306380,408
LK_2306385,486
LK_2306390,382
LK_2306395,468
LK_2306400,386
LK_2306405,362
LK_2306410,378
LK_2306415,183
LK_2306420,506
LK_2306425,443
LK_2306430,3203
LK_2306435,366
LK_2306440,658
LK_2306445,467
LK_2306450,799
LK_2306455,885
LK_2306460,643
LK_2306465,289
LK_2306470,633
LK_2306475,711
LK_2306480,790
LK_2306485,696
LK_2306490,599
LK_2306495,824
LK_2306500,668
LK_2306505,643
LK_2306510,134
LK_2306515,1853
LK_2306520,2334
LK_2306525,166
LK_2306530,1232
LK_2306535,442
LK_2306540,793
LK_2306545,519
LK_2306550,776
LK_2306555,291
LK_2306560,384
LK_2306565,250
LK_2306570,568
LK_2306575,3112
LK_2306580,214
LK_2306585,343
LK_2306590,472
LK_2306595,600
LK_2306600,293
LK_2306605,511
LK_2306610,536
LK_2306615,664
LK_2306620,525
LK_2306625,458
LK_2306630,480
LK_2306635,1311
LK_2306640,935
LK_2306645,913
LK_2306650,551
LK_2306655,730
LK_2309,104119
LK_2309005,548
LK_2309010,259
LK_2309015,365
LK_2309020,298
LK_2309025,740
LK_2309030,500
LK_2309035,504
LK_2309040,340
LK_2309045,465
LK_2309050,683
LK_2309055,425
LK_2309060,322
LK_2309065,394
LK_2309070,189
LK_2309075,460
LK_2309080,393
LK_2309085,448
LK_2309090,665
LK_2309095,779
LK_2309100,338
LK_2309105,213
LK_2309110,133
LK_2309115,311
LK_2309120,387
LK_2309125,855
LK_2309130,570
LK_2309135,963
LK_2309140,570
LK_2309145,785
LK_2309150,186
LK_2309155,608
LK_2309160,418
LK_2309165,587
LK_2309170,616
LK_2309175,385
LK_2309180,519
LK_2309185,407
LK_2309190,581
LK_2309195,878
LK_2309200,698
LK_2309205,474
LK_2309210,458
LK_2309215,582
LK_2309220,544
LK_2309225,508
LK_2309230,581
LK_2309235,1869
LK_2309240,283
LK_2309245,369
LK_2309250,302
LK_2309255,934
LK_2309260,889
LK_2309265,1161
LK_2309270,2196
LK_2309275,515
LK_2309280,699
LK_2309285,446
LK_2309290,627
LK_2309295,983
LK_2309300,934
LK_2309305,691
LK_2309310,583
LK_2309315,594
LK_2309320,421
LK_2309325,311
LK_2309330,499
LK_2309335,386
LK_2309340,605
LK_2309345,431
LK_2309350,669
LK_2309355,849
LK_2309360,602
LK_2309365,2688
LK_2309370,1130
LK_2309375,4993
LK_2309380,1511
LK_2309385,2389
LK_2309390,2425
LK_2309395,893
LK_2309400,367
LK_2309405,517
LK_2309410,328
LK_2309415,411
LK_2309420,322
LK_2309425,399
LK_2309430,409
LK_2309435,616
LK_2309440,872
LK_2309445,449
LK_2309450,182
LK_2309455,447
LK_2309460,612
LK_2309465,475
LK_2309470,596
LK_2309475,411
LK_2309480,260
LK_2309485,534
LK_2309490,1434
LK_2309495,367
LK_2309500,397
LK_2309505,876
LK_2309510,3127
LK_2309515,3342
LK_2309520,1469
LK_2309525,797
LK_2309530,342
LK_2309535,676
LK_2309540,397
LK_2309545,679
LK_2309550,766
LK_2309555,382
LK_2309560,491
LK_2309565,535
LK_2309570,1084
LK_2309575,2585
LK_2309580,2491
LK_2309585,1914
LK_2309590,1043
LK_2309595,884
LK_2309600,3243
LK_2309605,444
LK_2309610,1016
LK_2309615,2312
LK_2309620,3418
LK_2309625,1592
LK_2312,212094
LK_2312005,3976
LK_2312010,2319
LK_2312015,3896
LK_2312020,3393
LK_2312025,3150
LK_2312030,3333
LK_2312035,2757
LK_2312040,4463
LK_2312045,3758
LK_2312050,1426
LK_2312055,2853
LK_2312060,2273
LK_2312065,3143
LK_2312070,2481
LK_2312075,1408
LK_2312080,3465
LK_2312085,3381
LK_2312090,4111
LK_2312095,3227
LK_2312100,4513
LK_2312105,3214
LK_2312110,4609
LK_2312115,5044
LK_2312120,3724
LK_2312125,4065
LK_2312130,3942
LK_2312135,2965
LK_2312140,2309
LK_2312145,7545
LK_2312150,3522
LK_2312155,3860
LK_2312160,1667
LK_2312165,1290
LK_2312170,4292
LK_2312175,2216
LK_2312180,2072
LK_2312185,1751
LK_2312190,1222
LK_2312195,1431
LK_2312200,887
LK_2312205,3316
LK_2312210,1352
LK_2312215,1815
LK_2312220,2816
LK_2312225,1829
LK_2312230,1093
LK_2312235,1408
LK_2312240,2972
LK_2312245,3653
LK_2312250,3967
LK_2312255,5022
LK_2312260,3541
LK_2312265,2764
LK_2312270,3264
LK_2312275,3217
LK_2312280,3989
LK_2312285,2419
LK_2312290,1387
LK_2312295,1226
LK_2312300,2012
LK_2312305,774
LK_2312310,1757
LK_2312315,2731
LK_2312320,3059
LK_2312325,2780
LK_2312330,4123
LK_2312335,2335
LK_2312340,3811
LK_2312345,3904
LK_2312350,2143
LK_2312355,2820
LK_2312360,3842
LK_2315,205723
LK_2315005,800
LK_2315010,1119
LK_2315015,1677
LK_2315020,1155
LK_2315025,1250
LK_2315030,2292
LK_2315035,1505
LK_2315040,1587
LK_2315045,1501
LK_2315050,861
LK_2315055,1154
LK_2315060,1324
LK_2315065,706
LK_2315070,812
LK_2315075,948
LK_2315080,1093
LK_2315085,990
LK_2315090,822
LK_2315095,674
LK_2315100,2867
LK_2315105,1703
