region_id,total_housing_units,1_room,2_rooms,3_rooms,4_rooms,5_rooms,6_rooms,7_rooms,8_rooms,9_rooms,10_and_above
LK_1133020,842,46,12,83,640,30,17,6,4,1,3
LK_1133105,909,80,62,200,262,156,102,25,10,4,8
LK_1133180,846,58,145,239,231,105,49,13,3,1,2
LK_1133080,1410,76,104,241,358,318,197,67,26,12,11
LK_1133185,844,67,103,187,276,138,44,18,6,4,1
LK_1133060,1136,86,50,177,328,203,145,82,38,16,11
LK_1133045,1113,72,34,134,254,290,199,73,38,10,9
LK_1133065,953,60,94,247,295,149,63,24,12,6,3
LK_1133210,1132,120,95,276,451,141,35,7,4,0,3
LK_1133040,950,184,57,170,180,186,92,45,17,9,10
LK_1133130,1071,81,181,274,322,139,43,19,3,3,6
LK_1133165,590,101,103,171,157,45,11,1,0,1,0
LK_1133155,872,124,128,252,253,75,21,11,3,4,1
LK_1133085,800,75,45,121,201,158,86,51,33,17,13
LK_1136330,426,28,13,53,89,143,63,14,14,8,1
LK_1136150,769,26,54,109,208,207,108,37,14,4,2
LK_1136270,946,66,60,104,232,236,136,61,32,9,10
LK_1136170,1237,86,78,197,277,313,162,55,26,26,17
LK_1136310,1057,54,65,155,294,293,122,44,18,8,4
LK_1136100,1676,87,69,194,393,452,265,105,58,28,25
LK_1136350,811,56,46,95,180,269,103,43,14,1,4
LK_1136105,1115,48,52,147,293,314,158,61,23,10,9
LK_1136060,513,36,32,71,102,130,74,37,16,4,11
LK_1136155,962,55,77,146,241,216,132,55,20,12,8
LK_1136355,621,96,42,58,157,153,76,27,6,5,1
LK_1136275,1053,40,34,104,227,314,159,96,36,24,19
LK_1136065,1350,70,80,199,330,330,178,104,29,19,11
LK_1136255,1143,47,50,122,265,326,196,81,34,17,5
LK_1136085,1342,110,102,162,302,338,192,77,25,18,16
LK_1136110,690,72,27,80,124,181,118,48,20,9,11
LK_1136160,803,51,32,71,244,232,99,37,21,4,12
LK_1136325,1342,70,47,138,278,427,212,102,33,18,17
LK_1136250,1504,127,112,202,360,392,177,76,25,16,17
LK_1136115,1458,80,52,147,331,351,267,120,67,23,20
LK_1136005,1330,131,33,132,218,296,198,149,91,34,48
LK_1136190,828,36,41,121,207,252,94,49,15,6,7
LK_1136205,751,33,25,68,152,201,145,77,31,11,8
LK_1136265,497,22,22,38,133,146,71,35,18,6,6
LK_1136195,461,51,21,50,102,125,59,25,14,9,5
LK_1136040,999,116,51,103,182,201,155,98,51,18,24
LK_1136210,524,6,23,71,157,144,80,27,11,2,3
LK_1136235,690,29,39,90,145,179,103,51,25,19,10
LK_1136025,853,61,44,148,203,200,105,54,14,11,13
LK_1136215,597,88,72,110,180,93,35,12,1,4,2
LK_1136045,551,39,24,46,111,130,97,63,21,14,6
LK_1136020,703,89,24,69,164,165,84,50,27,20,11
LK_1136230,914,69,53,115,260,223,93,43,27,17,14
LK_1136290,1665,118,65,199,419,457,245,96,38,14,14
LK_1136295,953,65,53,101,212,272,141,59,24,14,12
LK_1136080,522,50,38,55,120,151,62,25,13,3,5
LK_1136225,526,34,8,59,101,149,80,53,21,12,9
LK_1136245,1081,57,40,124,282,323,155,53,25,13,9
LK_1136120,750,32,23,81,161,216,118,68,30,11,10
LK_1136220,770,34,25,73,143,190,137,75,42,23,28
LK_1136320,556,34,43,101,165,142,49,17,4,1,0
LK_1136260,525,30,24,50,106,120,102,59,21,8,5
LK_1136340,394,17,23,49,128,118,34,14,5,3,3
LK_1136125,591,34,26,61,110,165,96,59,27,9,4
LK_1136070,866,84,39,102,267,227,91,32,15,3,6
LK_1136345,399,35,27,65,108,110,29,17,5,2,1
LK_1136365,818,83,77,111,217,213,83,17,8,7,2
LK_1136095,881,80,64,106,218,247,109,36,10,9,2
LK_1136360,324,30,37,44,98,66,37,9,2,1,0
LK_1136090,358,42,21,63,79,75,40,17,13,2,6
LK_1136185,1219,84,52,152,350,322,156,63,28,7,5
LK_1136030,1165,105,48,181,272,268,144,80,24,28,15
LK_1136015,563,99,18,74,100,116,61,45,29,6,15
LK_1136035,382,55,29,67,82,76,40,16,9,7,1
LK_1136180,726,40,45,94,135,178,118,72,24,11,9
LK_1136075,918,71,29,90,167,231,170,77,44,20,19
LK_1136010,423,39,42,52,77,84,65,32,20,9,3
LK_1136240,361,30,14,42,75,95,50,33,16,3,3
LK_1136140,1435,85,78,181,294,408,220,100,29,20,20
LK_1136305,389,35,37,63,102,89,45,11,4,3,0
LK_1136050,1247,144,53,202,262,286,158,65,37,22,18
LK_1136145,797,43,20,89,164,249,142,51,18,12,9
LK_1136055,760,81,51,93,134,153,124,64,31,9,20
LK_1136300,520,26,32,104,167,120,48,7,9,6,1
LK_1136335,328,12,15,24,106,117,42,11,0,0,1
LK_1136315,1149,60,78,143,312,350,134,47,14,6,5
LK_1136130,1045,51,49,122,251,267,168,77,37,12,11
LK_1136175,702,69,33,71,228,183,77,26,7,4,4
LK_1136200,875,67,50,121,244,255,82,33,8,11,4
LK_1136285,1617,68,76,178,403,552,231,67,29,10,3
LK_1136165,1036,66,77,157,273,276,116,43,17,7,4
LK_1136280,1282,61,59,145,337,459,140,45,23,5,8
LK_1136135,1219,67,82,182,282,310,159,82,27,17,11
LK_1203100,980,40,74,179,197,216,134,76,28,17,19
LK_1203165,797,38,51,199,354,117,36,1,1,0,0
LK_1203105,656,63,61,124,178,118,58,32,10,8,4
LK_1203160,729,76,55,82,155,186,97,46,12,9,11
LK_1203045,1275,102,77,206,349,317,133,46,27,11,7
LK_1203120,760,94,87,103,217,146,72,23,15,1,2
LK_1203040,1406,143,74,221,420,351,126,43,19,5,4
LK_1203125,649,82,54,134,200,119,40,13,5,1,1
LK_1203110,541,77,118,119,94,70,32,15,5,6,5
LK_1203195,474,12,31,80,167,106,48,17,7,3,3
LK_1203035,895,84,64,185,294,175,46,29,11,2,5
LK_1203145,597,46,53,89,147,149,63,28,18,2,2
LK_1203025,1163,85,57,184,327,282,137,52,24,8,7
LK_1203190,487,39,47,82,224,65,21,4,2,1,2
LK_1203005,921,109,81,192,336,136,42,11,7,2,5
LK_1203065,927,72,79,193,397,119,44,16,5,2,0
LK_1203020,896,55,56,113,266,263,94,34,10,4,1
LK_1203080,683,48,65,160,199,119,46,23,12,4,7
LK_1203085,716,34,27,97,168,162,111,55,31,15,16
LK_1203115,741,56,96,212,181,127,50,12,6,1,0
LK_1203180,984,64,86,172,349,214,66,19,10,2,2
LK_1203030,1286,90,74,210,467,274,110,34,17,9,1
LK_1203185,572,30,40,87,162,150,67,25,6,3,2
LK_1203140,1607,196,144,358,448,296,99,43,14,4,5
LK_1203070,793,67,24,83,275,221,87,26,5,4,1
LK_1203015,721,43,50,129,198,108,88,42,24,17,22
LK_1203060,701,56,48,129,185,179,70,20,6,5,3
LK_1203075,901,101,102,280,265,100,38,9,3,2,1
LK_1203010,941,26,49,129,344,246,96,34,8,4,5
LK_1203135,464,26,10,93,232,79,18,3,0,2,1
LK_1203050,1584,93,87,218,583,413,141,31,13,1,4
LK_1203130,721,116,83,160,214,99,30,13,5,1,0
LK_1203055,887,44,58,149,305,209,85,21,8,2,6
LK_1203170,742,71,89,205,243,88,31,6,3,3,3
LK_1203155,1129,201,75,135,242,286,128,43,14,4,1
LK_1203175,853,109,89,186,282,126,37,17,3,2,2
LK_1203150,1392,94,85,178,309,391,207,64,38,11,15
LK_1203095,915,54,40,82,194,269,153,70,28,10,15
LK_1203090,1261,58,89,297,353,250,135,44,17,9,9
LK_1206015,442,82,54,74,123,80,18,9,1,0,1
LK_1206170,971,107,65,127,268,261,86,36,13,6,2
LK_1206395,686,165,59,95,202,109,40,11,1,2,2
LK_1206010,453,49,37,58,116,112,45,17,11,4,4
LK_1206135,557,42,64,95,137,151,37,13,10,2,6
LK_1206335,1047,541,51,92,121,122,56,31,26,3,4
LK_1206255,2456,1818,71,61,139,131,102,70,40,13,11
LK_1206275,584,62,25,55,150,150,103,22,9,4,4
LK_1206130,668,102,98,111,153,134,58,9,2,1,0
LK_1206250,675,361,58,50,73,87,25,14,6,0,1
LK_1206260,1609,820,87,77,182,231,119,53,20,14,6
LK_1206050,824,142,87,133,162,175,88,26,7,3,1
LK_1206075,271,43,1,33,67,71,28,15,7,5,1
LK_1206055,283,70,14,27,79,53,28,6,4,2,0
LK_1206030,695,36,78,93,202,197,64,16,8,0,1
LK_1206070,479,41,34,68,117,116,64,19,10,3,7
LK_1206110,690,49,12,45,149,242,118,48,14,9,4
LK_1206215,770,124,78,108,174,172,84,19,9,1,1
LK_1206095,807,83,72,119,173,194,98,44,17,4,3
LK_1206290,602,38,57,106,149,138,73,33,3,3,2
LK_1206115,1034,71,74,195,315,218,88,49,18,4,2
LK_1206295,505,48,74,95,93,103,67,20,3,0,2
LK_1206190,1050,282,95,111,171,191,132,37,15,10,6
LK_1206300,502,12,12,68,146,140,71,36,10,5,2
LK_1206045,477,66,51,68,155,102,25,7,3,0,0
LK_1206080,1146,112,89,206,329,269,95,27,10,5,4
LK_1206175,2215,1024,110,175,301,338,153,60,24,13,17
LK_1206270,402,38,45,42,116,97,41,16,5,2,0
LK_1206265,3676,2727,133,148,209,240,132,50,22,11,4
LK_1206285,601,82,64,84,125,158,58,23,5,2,0
LK_1206385,338,31,30,60,112,75,22,7,1,0,0
LK_1206150,843,115,103,166,199,157,68,22,8,3,2
LK_1206180,523,51,74,93,121,114,52,15,2,0,1
LK_1206040,820,122,52,106,238,201,68,25,4,2,2
LK_1206185,1059,236,74,90,182,274,126,42,19,10,6
LK_1206245,744,250,38,50,132,162,70,24,9,7,2
LK_1206345,573,150,42,54,66,93,83,51,18,11,5
LK_1206220,558,154,21,58,111,125,49,29,8,2,1
LK_1206205,347,50,0,7,71,130,89,0,0,0,0
LK_1206340,795,337,46,66,141,124,57,16,2,2,4
LK_1206225,659,277,39,64,103,102,52,18,3,1,0
LK_1206125,537,37,57,92,190,104,34,17,4,2,0
LK_1206360,836,67,40,119,236,242,73,44,7,3,5
LK_1206120,606,33,33,83,163,152,79,41,17,2,3
LK_1206005,373,33,82,44,64,79,41,18,7,4,1
LK_1206330,1522,321,137,245,308,280,131,62,21,13,4
LK_1206325,867,110,70,131,264,182,71,23,6,6,4
LK_1206155,660,48,46,115,188,172,63,16,7,5,0
LK_1206240,1029,626,38,61,111,116,56,15,4,1,1
LK_1206320,693,64,48,76,157,181,95,37,13,14,8
LK_1206305,364,13,16,56,89,112,66,10,1,0,1
LK_1206160,441,76,45,70,151,72,18,7,1,1,0
LK_1206145,1762,285,218,316,346,338,148,68,27,11,5
LK_1206165,892,92,93,144,214,220,93,29,2,2,3
LK_1206380,445,33,23,61,109,140,56,15,5,2,1
LK_1206140,1491,156,71,166,386,413,177,73,35,6,8
LK_1206020,767,102,63,114,209,127,85,41,12,8,6
LK_1206280,523,18,34,64,115,167,78,31,12,3,1
LK_1206100,1441,142,168,230,371,322,129,51,14,13,1
LK_1206025,693,80,84,131,181,140,51,13,6,2,5
LK_1206105,881,87,78,167,266,166,74,29,7,6,1
LK_1206035,528,66,40,70,171,110,41,15,11,2,2
LK_1206365,654,17,31,82,170,190,101,40,14,4,5
LK_1206210,1076,453,81,158,186,122,52,15,5,3,1
LK_1206065,1168,105,117,157,346,304,97,30,7,2,3
LK_1206195,1949,1362,68,86,194,151,56,15,8,6,3
LK_1206390,389,36,24,64,116,92,33,13,10,0,1
LK_1206090,727,64,45,81,284,171,63,11,2,2,4
LK_1206370,757,145,67,128,179,159,47,18,9,2,3
LK_1206315,525,8,10,25,163,199,82,29,6,3,0
LK_1206375,537,101,41,76,134,99,66,14,3,1,2
LK_1206310,524,6,7,22,173,180,103,23,8,0,2
LK_1206200,3057,2601,38,77,118,101,55,25,8,10,24
LK_1206235,1516,1265,22,43,45,75,45,13,4,3,1
LK_1206060,470,33,31,58,105,125,70,29,12,4,3
LK_1206350,1162,219,214,224,242,166,57,28,4,2,6
LK_1206085,962,102,75,167,278,206,88,35,7,3,1
LK_1206230,2855,2385,51,71,118,118,70,23,7,5,7
LK_1206355,438,44,39,81,94,107,50,17,5,0,1
LK_1209070,274,37,14,31,54,64,52,15,6,1,0
LK_1209075,349,25,29,64,84,104,31,12,0,0,0
LK_1209575,279,19,4,25,50,100,54,19,3,2,3
LK_1209570,236,11,11,21,51,86,32,7,8,2,7
LK_1209455,311,10,15,33,63,97,59,21,8,3,2
LK_1209275,342,24,5,23,87,95,67,31,6,3,1
LK_1209270,435,24,42,48,109,131,56,19,6,0,0
LK_1209170,210,9,29,34,68,61,7,2,0,0,0
LK_1209175,392,34,30,42,94,128,43,15,3,0,3
LK_1209340,278,15,25,42,51,60,61,15,5,2,2
LK_1209185,230,14,8,22,26,60,65,27,8,0,0
LK_1209345,258,18,15,31,69,75,35,12,2,1,0
LK_1209180,254,10,19,21,44,91,38,20,8,2,1
LK_1209500,610,30,32,68,131,196,85,42,14,7,5
LK_1209505,191,8,7,22,25,54,34,24,11,3,3
LK_1209565,504,75,31,65,119,128,56,19,7,2,2
LK_1209085,303,36,24,59,54,74,41,10,4,1,0
LK_1209560,219,30,16,39,68,49,13,3,1,0,0
LK_1209080,213,31,25,34,54,47,18,4,0,0,0
LK_1209240,204,4,13,24,60,70,21,7,5,0,0
LK_1209005,360,33,17,65,117,85,30,6,4,2,1
LK_1209245,105,5,4,8,38,18,17,10,2,1,2
LK_1209160,304,22,17,46,95,74,35,12,3,0,0
LK_1209480,109,11,4,14,20,32,21,5,0,2,0
LK_1209165,267,46,17,30,70,56,31,6,5,5,1
LK_1209485,227,20,20,29,41,58,40,17,2,0,0
LK_1209450,175,8,10,19,33,45,39,16,2,2,1
LK_1209475,245,14,9,26,58,81,44,10,2,0,1
LK_1209470,126,7,4,10,13,44,32,12,3,0,1
LK_1209375,204,7,10,21,46,61,27,11,8,8,5
LK_1209370,477,17,43,60,108,141,68,33,3,2,2
LK_1209155,244,15,36,46,86,44,12,3,2,0,0
LK_1209150,436,49,34,59,106,102,64,18,2,1,1
LK_1209095,267,15,15,37,77,69,41,9,2,0,2
LK_1209315,621,66,63,71,148,153,79,24,8,5,4
LK_1209090,297,64,11,50,77,68,18,6,3,0,0
LK_1209310,235,20,22,30,60,58,29,8,4,2,2
LK_1209015,187,13,14,24,61,47,20,7,1,0,0
LK_1209395,231,10,21,28,50,67,33,12,4,1,5
LK_1209010,334,29,36,54,78,84,33,16,2,1,1
LK_1209390,312,35,20,50,76,82,36,10,1,2,0
LK_1209490,233,16,10,44,42,70,40,10,0,0,1
LK_1209255,297,13,17,23,65,74,69,27,5,3,1
LK_1209495,334,34,21,38,85,66,51,18,14,5,2
LK_1209250,256,17,7,23,49,76,51,21,6,3,3
LK_1209400,263,8,6,24,55,71,61,27,9,1,1
LK_1209405,153,5,7,9,28,47,34,19,3,0,1
LK_1209360,265,18,10,35,65,78,36,14,5,2,2
LK_1209365,394,24,17,44,66,116,89,28,7,3,0
LK_1209140,404,50,22,47,99,101,54,16,10,4,1
LK_1209145,384,51,21,38,111,114,38,8,1,0,2
LK_1209305,457,31,56,72,114,120,42,15,5,1,1
LK_1209300,206,29,11,34,93,34,1,0,1,2,1
LK_1209385,518,22,29,57,105,126,121,37,14,3,4
LK_1209380,312,18,4,18,29,65,91,57,22,5,3
LK_1209220,345,20,22,35,69,104,56,24,11,2,2
LK_1209225,228,30,17,14,63,66,28,5,3,1,1
LK_1209020,250,36,22,38,55,51,28,13,4,1,2
LK_1209410,144,12,11,7,10,17,25,30,10,10,12
LK_1209415,681,20,29,54,102,192,180,68,26,6,4
LK_1209025,249,51,4,33,50,56,34,13,4,0,4
LK_1209600,198,8,10,28,36,54,38,20,3,1,0
LK_1209605,271,33,16,36,83,62,34,5,1,0,1
LK_1209330,384,27,18,57,114,96,50,18,2,2,0
LK_1209335,176,16,26,31,51,40,9,3,0,0,0
LK_1209135,231,33,20,42,63,51,11,8,1,0,2
LK_1209130,398,60,45,69,98,82,32,10,2,0,0
LK_1209230,258,22,19,39,54,63,36,19,3,1,2
LK_1209035,111,3,7,16,13,22,34,11,2,1,2
LK_1209235,240,7,20,33,39,64,50,18,5,2,2
LK_1209030,380,70,45,66,88,72,28,7,4,0,0
LK_1209545,207,14,9,21,59,62,29,8,2,1,2
LK_1209540,192,8,15,23,45,59,26,13,2,1,0
LK_1209550,452,31,39,59,97,104,80,21,14,5,2
LK_1209425,243,9,4,32,68,72,25,20,3,5,5
LK_1209420,296,25,28,43,79,76,39,2,3,1,0
LK_1209205,474,69,17,62,91,131,68,26,3,5,2
LK_1209200,278,11,24,34,57,76,48,17,4,2,5
LK_1209555,278,18,7,28,57,74,49,29,9,5,2
LK_1209445,267,10,21,26,64,97,28,14,2,5,0
LK_1209615,346,20,8,38,111,107,39,19,2,2,0
LK_1209610,567,38,34,79,152,164,76,18,4,1,1
LK_1209440,255,23,10,34,64,90,29,2,1,0,2
LK_1209125,571,46,24,90,140,158,70,33,6,2,2
LK_1209120,452,63,23,51,125,104,58,14,6,1,7
LK_1209040,339,39,24,52,55,80,59,18,8,1,3
LK_1209045,137,4,15,18,37,31,25,6,0,1,0
LK_1209530,360,58,27,53,88,87,39,4,2,2,0
LK_1209535,699,60,63,85,158,210,87,27,4,1,4
LK_1209430,220,12,7,12,32,49,48,22,16,11,11
LK_1209435,315,31,12,35,79,105,43,7,2,1,0
LK_1209595,856,57,56,128,180,209,129,61,19,10,7
LK_1209210,517,77,18,50,86,116,96,46,11,8,9
LK_1209590,405,23,32,41,106,132,47,18,5,0,1
LK_1209215,171,11,12,14,30,68,22,11,2,1,0
LK_1209190,241,11,7,46,48,66,43,14,2,2,2
LK_1209195,173,11,6,26,44,68,11,6,0,0,1
LK_1209110,484,21,30,89,148,132,42,20,0,1,1
LK_1209115,353,41,22,71,108,79,21,9,0,1,1
LK_1209050,112,5,30,23,16,26,8,2,1,0,1
LK_1209055,464,36,65,115,132,82,22,11,0,0,1
LK_1209520,357,19,22,37,63,111,69,28,5,1,2
LK_1209325,411,42,43,72,114,90,26,18,2,1,3
LK_1209525,396,38,28,74,77,90,55,24,7,0,3
LK_1209320,362,81,20,30,71,94,46,10,3,6,1
LK_1209285,407,20,24,37,85,114,72,34,11,8,2
LK_1209280,256,19,15,32,49,78,42,14,6,1,0
LK_1209065,310,30,53,52,50,65,36,13,4,4,3
LK_1209580,314,12,21,33,99,89,39,16,3,1,1
LK_1209060,353,40,32,73,76,62,44,20,3,2,1
LK_1209585,227,9,6,23,49,71,45,17,4,2,1
LK_1209460,250,11,10,35,52,91,43,7,1,0,0
LK_1209465,111,5,13,9,14,33,21,12,3,1,0
LK_1209265,216,14,9,28,51,65,37,7,5,0,0
LK_1209260,198,23,10,17,42,49,34,16,4,2,1
LK_1209105,229,25,14,54,77,40,17,2,0,0,0
LK_1209100,288,18,29,77,91,50,16,7,0,0,0
LK_1209350,441,29,18,35,96,112,105,30,15,0,1
LK_1209355,458,14,37,49,74,88,115,54,18,4,5
LK_1209515,436,26,31,59,124,115,55,20,6,0,0
LK_1209290,255,5,7,22,50,69,57,31,6,2,6
LK_1209510,322,30,30,38,61,77,50,21,4,4,7
LK_1209295,531,42,34,75,174,158,38,3,3,2,2
LK_1212085,358,10,27,41,54,81,72,43,25,3,2
LK_1212270,229,7,13,26,46,65,47,16,5,2,2
LK_1212275,126,11,2,6,10,39,30,17,8,1,2
LK_1212505,265,11,17,35,79,86,27,8,1,1,0
LK_1212500,232,17,16,18,36,76,40,14,11,3,1
LK_1212465,220,3,16,31,41,50,39,26,9,2,3
LK_1212370,357,27,18,36,82,97,58,21,10,5,3
LK_1212375,139,7,13,21,34,43,18,2,1,0,0
LK_1212460,238,11,5,24,43,50,49,28,13,9,6
LK_1212175,251,13,11,17,47,66,72,16,6,2,1
LK_1212170,194,15,23,31,26,43,39,7,7,0,3
LK_1212665,393,39,13,36,66,87,100,42,7,3,0
LK_1212075,266,11,9,29,37,72,55,36,8,6,3
LK_1212070,503,25,31,50,112,151,94,32,3,2,3
LK_1212660,196,5,17,54,70,35,9,3,1,1,1
LK_1212485,144,8,14,19,35,41,23,4,0,0,0
LK_1212480,425,12,25,72,96,145,53,9,9,1,3
LK_1212365,245,5,8,22,22,67,64,44,11,2,0
LK_1212360,369,47,23,45,68,72,52,37,15,8,2
LK_1212245,184,15,15,21,48,43,29,10,2,1,0
LK_1212240,392,15,15,31,102,152,50,19,5,1,2
LK_1212570,359,13,9,27,48,108,100,38,11,3,2
LK_1212575,418,18,35,69,100,107,66,20,0,2,1
LK_1212470,331,18,14,21,75,96,69,19,10,6,3
LK_1212475,262,19,10,26,43,80,55,21,4,2,2
LK_1212165,139,13,13,16,41,40,14,1,1,0,0
LK_1212160,246,8,19,29,31,55,62,27,9,6,0
LK_1212675,376,14,11,48,92,127,48,23,12,1,0
LK_1212670,215,7,12,24,41,62,40,12,7,2,8
LK_1212005,895,79,69,122,196,204,138,60,19,4,4
LK_1212495,179,11,5,14,23,48,36,21,14,2,5
LK_1212490,320,9,31,52,72,87,45,20,1,2,1
LK_1212090,338,19,14,39,62,80,72,38,13,1,0
LK_1212310,444,49,25,52,105,121,68,15,4,4,1
LK_1212095,251,42,13,40,72,63,16,5,0,0,0
LK_1212315,275,5,18,46,75,79,36,8,4,1,3
LK_1212250,145,5,2,16,31,56,27,6,1,1,0
LK_1212255,329,23,15,36,78,94,59,13,5,3,3
LK_1212560,273,6,11,16,39,70,72,46,6,3,4
LK_1212565,341,7,20,40,94,99,56,15,6,0,4
LK_1212150,130,11,0,4,33,53,22,5,0,1,1
LK_1212715,249,7,14,19,61,76,42,18,6,2,4
LK_1212155,199,11,18,21,37,57,35,14,4,2,0
LK_1212710,260,7,15,20,42,60,73,29,9,3,2
LK_1212010,423,24,16,57,90,136,59,25,14,1,1
LK_1212640,480,36,54,94,123,99,49,17,6,1,1
LK_1212405,183,9,6,19,39,45,32,23,7,1,2
LK_1212390,237,8,10,16,62,81,48,11,1,0,0
LK_1212645,335,23,20,46,83,106,49,7,1,0,0
LK_1212015,522,20,44,87,91,109,97,48,21,5,0
LK_1212395,278,14,30,29,70,82,39,13,1,0,0
LK_1212400,574,26,22,64,123,165,102,47,16,4,5
LK_1212300,107,8,2,9,24,27,29,2,4,1,1
LK_1212305,310,22,17,35,101,102,18,10,4,1,0
LK_1212025,237,11,15,20,40,73,43,18,10,5,2
LK_1212655,235,17,43,40,60,48,20,6,1,0,0
LK_1212020,214,12,10,36,49,70,30,7,0,0,0
LK_1212650,251,11,23,47,99,54,16,1,0,0,0
LK_1212555,134,4,6,17,18,29,29,15,9,4,3
LK_1212225,200,5,14,12,40,50,45,14,12,4,4
LK_1212550,216,13,21,15,37,52,39,22,12,3,2
LK_1212220,138,5,7,14,25,29,33,6,6,8,5
LK_1212705,710,28,49,114,160,197,102,38,12,7,3
LK_1212700,597,34,22,71,136,182,112,31,5,2,2
LK_1212380,184,12,11,19,27,40,45,18,8,2,2
LK_1212415,247,7,13,23,46,97,30,14,11,4,2
LK_1212145,443,16,22,41,78,151,86,36,8,4,1
LK_1212410,208,3,9,14,34,77,38,21,8,2,2
LK_1212385,288,10,16,18,85,97,46,11,4,0,1
LK_1212140,237,12,7,22,29,44,61,38,13,7,4
LK_1212335,140,5,9,19,41,46,15,4,0,1,0
LK_1212330,360,19,25,35,89,129,54,6,2,1,0
LK_1212030,270,15,28,33,67,76,36,11,3,0,1
LK_1212620,188,17,7,12,45,54,38,8,4,3,0
LK_1212625,318,13,8,32,70,86,69,24,12,3,1
LK_1212035,234,2,14,20,65,70,42,12,5,1,3
LK_1212235,269,19,15,19,42,69,58,24,15,7,1
LK_1212540,237,6,0,23,41,106,44,7,4,4,2
LK_1212230,252,3,5,22,24,82,66,31,13,2,4
LK_1212545,423,33,48,71,131,86,37,11,6,0,0
LK_1212730,307,37,15,62,64,80,45,2,1,0,1
LK_1212735,442,23,41,72,164,90,34,7,9,2,0
LK_1212420,267,14,11,23,55,95,50,16,2,1,0
LK_1212130,282,43,17,35,67,80,34,3,2,0,1
LK_1212425,173,9,2,23,16,29,40,31,15,5,3
LK_1212135,256,10,12,40,33,58,67,32,4,0,0
LK_1212320,433,7,29,54,93,109,80,36,13,5,7
LK_1212325,210,4,12,20,33,61,48,25,3,2,2
LK_1212630,214,8,8,19,60,82,24,10,1,1,1
LK_1212435,246,28,16,24,51,61,41,14,7,4,0
LK_1212635,174,10,19,15,41,46,32,5,3,2,1
LK_1212430,189,4,13,17,47,58,35,10,4,1,0
LK_1212200,128,7,19,13,17,38,13,12,4,1,4
LK_1212205,320,12,8,19,27,79,70,45,33,14,13
LK_1212280,366,8,30,40,67,71,74,48,16,5,7
LK_1212045,347,27,14,31,63,105,70,26,6,2,3
LK_1212285,234,7,7,19,34,50,52,39,12,8,6
LK_1212040,222,13,21,28,34,73,44,7,2,0,0
LK_1212120,362,16,8,31,48,85,88,48,17,14,7
LK_1212535,204,8,11,25,58,64,27,8,3,0,0
LK_1212725,312,38,41,48,90,71,17,5,1,1,0
LK_1212125,227,9,12,35,56,70,31,13,1,0,0
LK_1212720,565,69,40,84,92,137,79,43,6,8,7
LK_1212530,264,19,16,43,53,77,41,10,2,2,1
LK_1212590,394,9,16,42,51,110,85,45,23,8,5
LK_1212595,269,9,19,20,42,73,64,23,15,2,2
LK_1212215,230,9,3,11,26,77,61,26,11,3,3
LK_1212210,290,9,11,50,66,72,38,29,7,3,5
LK_1212195,132,5,7,9,26,45,31,6,3,0,0
LK_1212190,147,7,0,18,33,49,27,10,3,0,0
LK_1212115,428,20,17,21,113,160,68,17,10,1,1
LK_1212440,299,10,8,24,49,70,76,38,15,7,2
LK_1212110,622,32,17,55,137,181,121,53,17,6,3
LK_1212445,204,12,8,21,41,60,41,12,8,1,0
LK_1212605,290,5,21,31,74,76,43,27,9,3,1
LK_1212355,282,23,22,18,31,72,69,30,8,6,3
LK_1212600,134,9,8,10,41,34,23,6,1,1,1
LK_1212350,260,15,10,22,52,73,39,21,15,4,9
LK_1212685,328,5,3,26,67,108,69,35,9,1,5
LK_1212055,331,13,23,37,58,71,74,36,11,7,1
LK_1212050,264,21,6,40,59,84,40,11,1,1,1
LK_1212680,223,11,6,27,52,84,31,7,3,0,2
LK_1212525,302,5,8,30,25,72,97,49,14,2,0
LK_1212295,206,8,3,20,31,71,45,16,10,0,2
LK_1212520,390,32,19,63,100,108,41,20,6,1,0
LK_1212290,351,20,22,34,73,99,70,26,6,0,1
LK_1212585,477,14,25,61,129,147,71,22,5,0,3
LK_1212580,462,8,34,78,110,122,84,18,4,1,3
LK_1212260,266,14,19,19,55,79,58,12,7,2,1
LK_1212265,169,2,7,17,47,56,29,7,3,1,0
LK_1212180,163,10,10,10,36,37,37,14,5,3,1
LK_1212185,224,15,15,26,87,59,17,4,1,0,0
LK_1212450,319,12,12,23,46,98,71,29,17,4,7
LK_1212100,341,82,12,48,87,81,26,4,1,0,0
LK_1212455,441,35,17,49,83,132,81,31,8,2,3
LK_1212105,319,14,10,20,51,116,78,15,10,2,3
LK_1212345,336,6,23,41,63,79,68,35,11,6,4
LK_1212610,287,8,20,33,40,81,69,21,10,1,4
LK_1212340,141,2,4,11,35,45,28,13,2,1,0
LK_1212615,192,13,18,29,56,54,20,2,0,0,0
LK_1212060,414,25,23,48,79,135,66,32,3,3,0
LK_1212690,255,6,15,15,31,70,71,36,5,3,3
LK_1212080,179,23,10,19,39,60,25,3,0,0,0
LK_1212065,354,31,30,43,67,82,60,30,7,3,1
LK_1212695,203,13,9,19,28,55,47,17,8,2,5
LK_1212740,173,7,24,24,54,48,13,2,0,1,0
LK_1212510,302,50,22,47,80,56,30,14,1,1,1
LK_1212515,186,14,12,24,54,34,27,15,3,2,1
LK_1212745,250,11,17,14,74,92,31,8,3,0,0
LK_1215185,287,11,12,28,76,77,50,18,6,5,4
